Designator,Mid X,Mid Y,Rotation,Layer
BT1,112.805,-66.955,0.0,bottom
J1,154.18,-122.0,90.0,top
J2,68.0,-89.81,0.0,top
J3,85.0,-86.525,0.0,top
J4,112.885,-83.0,90.0,top
J5,71.8,-122.0,90.0,top
J6,113.26,-122.0,90.0,top
J7,117.35,-101.0,90.0,top
Q1,117.0,-112.9375,90.0,top
R1,142.38,-81.0,0.0,top
R2,142.389406,-85.996189,180.0,top
U1,148.246491,-52.730908,0.0,top
U2,77.22636,-52.730908,0.0,top
U3,112.0025,-52.32,0.0,top
U4,148.38,-103.935,270.0,top
